pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,Day Name,WEEK NAME,Day of Week,Month Name
6623,2927,thai_ckn_l,1,18-Feb-15,18:09:39,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,February
6649,2936,thai_ckn_l,1,18-Feb-15,19:15:17,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,February
7454,3286,thai_ckn_l,1,25-Feb-15,11:50:16,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,February
7521,3311,thai_ckn_l,1,25-Feb-15,15:44:27,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,February
7535,3318,thai_ckn_l,1,25-Feb-15,16:58:06,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,February
8476,3710,thai_ckn_l,1,04-Mar-15,13:48:40,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
8517,3729,thai_ckn_l,1,04-Mar-15,17:52:09,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
8547,3743,thai_ckn_l,1,04-Mar-15,19:52:52,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
9420,4123,thai_ckn_l,1,11-Mar-15,12:53:38,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
9428,4127,thai_ckn_l,1,11-Mar-15,13:09:51,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
9449,4135,thai_ckn_l,1,11-Mar-15,14:25:34,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
9469,4145,thai_ckn_l,1,11-Mar-15,16:23:58,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
9497,4160,thai_ckn_l,1,11-Mar-15,18:17:39,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
10397,4550,thai_ckn_l,1,18-Mar-15,12:45:18,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
10410,4555,thai_ckn_l,1,18-Mar-15,13:07:53,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
10434,4568,thai_ckn_l,1,18-Mar-15,16:19:49,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
10450,4576,thai_ckn_l,1,18-Mar-15,17:30:49,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
11270,4948,thai_ckn_l,1,25-Mar-15,12:11:42,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
11347,4982,thai_ckn_l,1,25-Mar-15,19:21:56,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,March
12255,5379,thai_ckn_l,1,01-Apr-15,12:35:05,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
12294,5397,thai_ckn_l,1,01-Apr-15,14:58:56,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
13239,5803,thai_ckn_l,1,08-Apr-15,11:48:16,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
13250,5806,thai_ckn_l,1,08-Apr-15,12:02:59,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
13253,5807,thai_ckn_l,1,08-Apr-15,12:17:46,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
13256,5808,thai_ckn_l,1,08-Apr-15,12:21:46,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
13292,5824,thai_ckn_l,1,08-Apr-15,15:07:05,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
13303,5829,thai_ckn_l,1,08-Apr-15,16:03:51,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
13331,5843,thai_ckn_l,1,08-Apr-15,18:01:46,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
13359,5858,thai_ckn_l,1,08-Apr-15,21:50:44,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
14234,6223,thai_ckn_l,1,15-Apr-15,13:58:25,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
14286,6248,thai_ckn_l,1,15-Apr-15,17:54:44,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
15132,6638,thai_ckn_l,1,22-Apr-15,11:48:30,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
15161,6649,thai_ckn_l,1,22-Apr-15,13:30:53,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
15181,6658,thai_ckn_l,1,22-Apr-15,15:41:01,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
15230,6681,thai_ckn_l,1,22-Apr-15,18:51:56,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
15240,6685,thai_ckn_l,1,22-Apr-15,20:03:59,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
15243,6686,thai_ckn_l,1,22-Apr-15,20:35:02,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,April
16993,7476,thai_ckn_l,1,06-May-15,12:51:42,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
17012,7483,thai_ckn_l,1,06-May-15,14:09:21,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
17032,7493,thai_ckn_l,1,06-May-15,16:46:46,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
17041,7496,thai_ckn_l,1,06-May-15,17:07:35,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
17081,7514,thai_ckn_l,1,06-May-15,19:39:01,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
17999,7902,thai_ckn_l,1,13-May-15,13:25:39,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
18024,7908,thai_ckn_l,1,13-May-15,14:53:14,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
18049,7920,thai_ckn_l,1,13-May-15,17:06:21,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
18078,7933,thai_ckn_l,1,13-May-15,19:02:37,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
19016,8349,thai_ckn_l,1,20-May-15,15:38:08,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
19036,8358,thai_ckn_l,1,20-May-15,17:11:48,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
19068,8373,thai_ckn_l,1,20-May-15,19:25:08,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
19905,8754,thai_ckn_l,1,27-May-15,13:52:27,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
19926,8761,thai_ckn_l,1,27-May-15,15:45:42,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
19961,8778,thai_ckn_l,1,27-May-15,18:35:22,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
19978,8786,thai_ckn_l,1,27-May-15,20:14:01,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
19981,8788,thai_ckn_l,1,27-May-15,21:10:40,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,May
20881,9162,thai_ckn_l,1,03-Jun-15,12:43:17,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
20960,9195,thai_ckn_l,1,03-Jun-15,18:02:59,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
22769,10008,thai_ckn_l,1,17-Jun-15,13:33:29,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
22777,10011,thai_ckn_l,1,17-Jun-15,14:08:34,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
22779,10013,thai_ckn_l,1,17-Jun-15,14:35:51,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
22796,10021,thai_ckn_l,1,17-Jun-15,15:45:22,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
22823,10033,thai_ckn_l,1,17-Jun-15,18:26:13,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
23634,10397,thai_ckn_l,1,24-Jun-15,12:53:35,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
23652,10402,thai_ckn_l,1,24-Jun-15,13:17:41,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
23657,10406,thai_ckn_l,1,24-Jun-15,13:50:07,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
23663,10409,thai_ckn_l,1,24-Jun-15,14:17:31,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
23686,10419,thai_ckn_l,1,24-Jun-15,17:19:20,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
23721,10433,thai_ckn_l,1,24-Jun-15,18:55:09,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,June
24607,10816,thai_ckn_l,1,01-Jul-15,14:04:45,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
24691,10857,thai_ckn_l,1,01-Jul-15,20:22:52,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
25660,11289,thai_ckn_l,1,08-Jul-15,12:21:02,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
25668,11292,thai_ckn_l,1,08-Jul-15,12:47:09,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
25746,11328,thai_ckn_l,1,08-Jul-15,19:19:09,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
25772,11340,thai_ckn_l,1,08-Jul-15,22:22:44,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
26569,11706,thai_ckn_l,1,15-Jul-15,12:34:23,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
26657,11740,thai_ckn_l,1,15-Jul-15,18:26:50,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
26687,11753,thai_ckn_l,1,15-Jul-15,22:10:11,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
27534,12117,thai_ckn_l,1,22-Jul-15,11:52:09,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
27572,12139,thai_ckn_l,1,22-Jul-15,13:49:13,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
27601,12152,thai_ckn_l,1,22-Jul-15,17:15:54,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
27605,12153,thai_ckn_l,1,22-Jul-15,17:16:11,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
27617,12158,thai_ckn_l,1,22-Jul-15,17:54:07,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
28560,12580,thai_ckn_l,1,29-Jul-15,18:04:05,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
28584,12591,thai_ckn_l,1,29-Jul-15,20:24:00,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,July
29367,12973,thai_ckn_l,1,05-Aug-15,11:44:39,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
29386,12980,thai_ckn_l,1,05-Aug-15,12:39:42,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
29405,12992,thai_ckn_l,1,05-Aug-15,14:51:51,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
29422,12998,thai_ckn_l,1,05-Aug-15,15:50:11,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
29433,13002,thai_ckn_l,1,05-Aug-15,17:03:25,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
29442,13007,thai_ckn_l,1,05-Aug-15,17:51:59,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
29460,13015,thai_ckn_l,1,05-Aug-15,18:40:23,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
30382,13424,thai_ckn_l,1,12-Aug-15,15:42:50,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
30385,13425,thai_ckn_l,1,12-Aug-15,15:47:32,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
30423,13440,thai_ckn_l,1,12-Aug-15,18:03:58,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
30450,13449,thai_ckn_l,1,12-Aug-15,19:28:28,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
31385,13856,thai_ckn_l,1,19-Aug-15,14:38:27,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
31438,13877,thai_ckn_l,1,19-Aug-15,18:46:16,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
32253,14249,thai_ckn_l,1,26-Aug-15,15:05:02,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
32260,14252,thai_ckn_l,1,26-Aug-15,15:31:15,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,August
33106,14633,thai_ckn_l,1,02-Sep-15,11:26:54,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
33126,14642,thai_ckn_l,1,02-Sep-15,12:56:07,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
33138,14644,thai_ckn_l,1,02-Sep-15,12:59:50,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
33156,14653,thai_ckn_l,1,02-Sep-15,14:14:04,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
33174,14661,thai_ckn_l,1,02-Sep-15,16:29:48,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
33213,14680,thai_ckn_l,1,02-Sep-15,22:12:03,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
34044,15035,thai_ckn_l,1,09-Sep-15,11:33:40,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
34085,15048,thai_ckn_l,1,09-Sep-15,13:53:27,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
34133,15068,thai_ckn_l,1,09-Sep-15,17:17:24,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
34142,15071,thai_ckn_l,1,09-Sep-15,17:35:19,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
34172,15084,thai_ckn_l,1,09-Sep-15,20:00:05,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
34174,15085,thai_ckn_l,1,09-Sep-15,20:30:05,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
35120,15505,thai_ckn_l,1,16-Sep-15,16:28:28,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
35136,15513,thai_ckn_l,1,16-Sep-15,18:15:14,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
35166,15526,thai_ckn_l,1,16-Sep-15,19:39:55,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
35169,15528,thai_ckn_l,1,16-Sep-15,21:18:31,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
35997,15896,thai_ckn_l,1,23-Sep-15,13:12:48,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
36006,15898,thai_ckn_l,1,23-Sep-15,13:31:40,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
36069,15926,thai_ckn_l,1,23-Sep-15,18:56:22,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
36687,16188,thai_ckn_l,1,30-Sep-15,13:42:47,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
36704,16196,thai_ckn_l,1,30-Sep-15,15:45:49,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
36709,16198,thai_ckn_l,1,30-Sep-15,16:08:19,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
36713,16201,thai_ckn_l,1,30-Sep-15,16:23:55,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,WED,3,September
